,Strain,env,Mut_ID,avgS,varS,seS,Mean_GR,Std_err,mutCall,minCI,maxCI
32,LK1-A02,30SC3,58,0.0056281746974356,0.00304253311108277,0.00565921057455782,0.0730510056788689,0.0196383015084842,Neutral,-0.00897258858492358,0.0202289379797948
33,LK1-A02,30SC3,59,0.0369348902318589,0.00239578373114916,0.0109448246471772,0.0730510056788689,0.0196383015084842,Beneficial,0.00869724264214172,0.0651725378215761
34,LK1-A02,30SC3,60,0.0271498392055062,0.00318160988624792,0.00903215039030151,0.0730510056788689,0.0196383015084842,Beneficial,0.0038468911985283,0.0504527872124841
35,LK1-A02,30SC3,62,-0.00599268232311861,0.00376586186471982,0.0153416546221387,0.0730510056788689,0.0196383015084842,Neutral,-0.0455741512482365,0.0335887866019992
36,LK1-A02,30SC3,66,0.0593920916220354,0.00423259804350011,0.00428982519330694,0.0730510056788689,0.0196383015084842,Beneficial,0.0483243426233035,0.0704598406207673
37,LK1-A02,30SC3,67,0.0494821316995567,0.00398809025586181,0.00952042094163646,0.0730510056788689,0.0196383015084842,Beneficial,0.0249194456701346,0.0740448177289788
38,LK1-A02,30SC3,68,0.00843744143738704,0.00306165984618073,0.00643224546368879,0.0730510056788689,0.0196383015084842,Neutral,-0.00815775185893004,0.0250326347337041
39,LK1-A02,30SC3,69,0.0370663391134657,0.00532910570882955,0.0115424279387284,0.0730510056788689,0.0196383015084842,Beneficial,0.00728687503154643,0.066845803195385
40,LK1-A02,30SC3,70,0.0051470367581362,0.00310669176625413,0.0118833186485283,0.0730510056788689,0.0196383015084842,Neutral,-0.0255119253550668,0.0358059988713392
41,LK1-A02,30SC3,71,0.0412712417139531,0.00404878246585193,0.00636300437360523,0.0730510056788689,0.0196383015084842,Beneficial,0.0248546904300516,0.0576877929978546
42,LK1-A02,30SC3,72,0.0495078975359121,0.00265102617941672,0.00835247549094014,0.0730510056788689,0.0196383015084842,Beneficial,0.0279585107692865,0.0710572843025377
43,LK1-A02,30SC3,73,-0.00440373218965926,0.00613251756497132,0.0142974561431644,0.0730510056788689,0.0196383015084842,Neutral,-0.0412911690390234,0.0324837046597049
44,LK1-A02,30SC3,76,0.0571673140196167,0.00176028393256154,0.0116364279893311,0.0730510056788689,0.0196383015084842,Beneficial,0.0271453298071425,0.0871892982320909
45,LK1-A02,30SC3,80,-0.00428783976867117,0.00224599370150876,0.00540081006611449,0.0730510056788689,0.0196383015084842,Neutral,-0.0182219297392466,0.00964625020190422
46,LK1-A02,30SC3,81,0.0564962352090027,0.00396370752721115,0.00786974777948279,0.0730510056788689,0.0196383015084842,Beneficial,0.0361922859379371,0.0768001844800683
47,LK1-A02,30SC3,82,-0.00376413071316888,0.00324385102257835,0.0152218147561282,0.0730510056788689,0.0196383015084842,Neutral,-0.0430364127839796,0.0355081513576419
48,LK1-A02,30SC3,83,-0.0317125222204473,0.00274359584664548,0.0165638034480172,0.0730510056788689,0.0196383015084842,Neutral,-0.0744471351163317,0.0110220906754371
49,LK1-A02,30SC3,84,0.0207850580857715,0.00500569638702992,0.0213322129164279,0.0730510056788689,0.0196383015084842,Neutral,-0.0342520512386125,0.0758221674101555
50,LK1-A02,30SC3,85,-0.00601616410382338,0.00145625396846108,0.00899460939940351,0.0730510056788689,0.0196383015084842,Neutral,-0.0292222563542844,0.0171899281466377
51,LK1-A02,30SC3,86,0.0240623998814753,0.00321290794719036,0.00907646710213633,0.0730510056788689,0.0196383015084842,Beneficial,0.000645114757963569,0.047479685004987
52,LK1-A02,30SC3,88,0.0168790027666669,0.00286360133735091,0.0109232194150635,0.0730510056788689,0.0196383015084842,Neutral,-0.0113029033241969,0.0450609088575307
53,LK1-A02,30SC3,91,0.0030411441254515,0.00443749202399087,0.00923776948601487,0.0730510056788689,0.0196383015084842,Neutral,-0.0207923011484669,0.0268745893993699
54,LK1-A02,30SC3,92,0.0472607993184772,0.00619006188245517,0.0180497293790111,0.0730510056788689,0.0196383015084842,Beneficial,0.000692497520628561,0.0938291011163258
55,LK1-A02,30SC3,94,0.033513422746363,0.00299644781267178,0.00899917085170385,0.0730510056788689,0.0196383015084842,Beneficial,0.0102955619489671,0.0567312835437589
56,LK1-A02,30SC3,96,0.033275250618076,0.00371293925531038,0.0192689887002675,0.0730510056788689,0.0196383015084842,Neutral,-0.0164387402286142,0.0829892414647662
57,LK1-A02,30SC3,97,0.0305370327912349,0.00338131648621436,0.018388356332784,0.0730510056788689,0.0196383015084842,Neutral,-0.0169049265473478,0.0779789921298176
58,LK1-A02,30SC3,99,-0.00168777767426735,0.00302206874197196,0.00422871890316255,0.0730510056788689,0.0196383015084842,Neutral,-0.0125978724444267,0.00922231709589203
59,LK1-A02,30SC3,101,-0.0121112229454104,0.00120361540143354,0.00667670189549019,0.0730510056788689,0.0196383015084842,Neutral,-0.0293371138357751,0.00511466794495429
60,LK1-A02,30SC3,102,-0.00144422607824139,0.00255518574275567,0.00435055189581623,0.0730510056788689,0.0196383015084842,Neutral,-0.0126686499694473,0.00978019781296448
61,LK1-A02,30SC3,103,0.0276587013075385,0.00160966577110813,0.00897124788172785,0.0730510056788689,0.0196383015084842,Beneficial,0.00451288177268064,0.0508045208423964
62,LK1-A02,30SC3,104,0.0230381688674626,0.00509311961585047,0.00555584301535014,0.0730510056788689,0.0196383015084842,Beneficial,0.00870409388785924,0.037372243847066
63,LK1-A02,30SC3,105,0.0237192847271665,0.00316185747099602,0.00994022363775712,0.0730510056788689,0.0196383015084842,Neutral,-0.00192649225824687,0.0493650617125799
64,LK1-A02,30SC3,108,-0.00345762848237953,0.00296786564090314,0.00624906902635056,0.0730510056788689,0.0196383015084842,Neutral,-0.019580226570364,0.0126649696056049
65,LK1-A02,30SC3,110,0.0290119809276379,0.00529911617883737,0.0116565335248668,0.0730510056788689,0.0196383015084842,Neutral,-0.00106187556651844,0.0590858374217942
66,LK1-A02,30SC3,114,0.0162048267830803,0.00272830654489586,0.00509743777364188,0.0730510056788689,0.0196383015084842,Beneficial,0.00305343732708425,0.0293562162390764
67,LK1-A02,30SC3,115,0.0481609099078361,0.00523096837930705,0.00548297698907119,0.0730510056788689,0.0196383015084842,Beneficial,0.0340148292760324,0.0623069905396398
68,LK1-A02,30SC3,121,0.0192599020387779,0.00669978057227618,0.0289391183613897,0.0730510056788689,0.0196383015084842,Neutral,-0.0554030233336075,0.0939228274111633
69,LK1-A02,30SC3,122,-0.0217739878811771,0.00234169992098464,0.0197555895929255,0.0730510056788689,0.0196383015084842,Neutral,-0.0727434090309249,0.0291954332685707
70,LK1-A02,30SC3,123,0.0434254020169412,0.00387451733564742,0.010233117059197,0.0730510056788689,0.0196383015084842,Beneficial,0.0170239600042129,0.0698268440296695
71,LK1-A02,30SC3,124,-0.00611546879376402,0.002654134159393,0.0036798778258564,0.0730510056788689,0.0196383015084842,Neutral,-0.0156095535844735,0.00337861599694549
72,LK1-A02,30SC3,127,0.0313651137718226,0.00711381328278801,0.0159394090260452,0.0730510056788689,0.0196383015084842,Neutral,-0.00975856151537401,0.0724887890590192
73,LK1-A02,30SC5,1,0.0104931895358524,0.00195734037372294,0.00965436090391266,0.171984080856856,0.0137619199293629,Neutral,-0.0144150615962423,0.0354014406679471
74,LK1-A02,30SC5,2,0.003097339503744,0.00330809078557158,0.0072463354565432,0.171984080856856,0.0137619199293629,Neutral,-0.0155982059741375,0.0217928849816255
75,LK1-A02,30SC5,3,0.0131582175741261,0.00339935445697163,0.00985517189379933,0.171984080856856,0.0137619199293629,Neutral,-0.0122681259118762,0.0385845610601284
76,LK1-A02,30SC5,5,0.0305500650044098,0.00251683328054238,0.0204810208100995,0.171984080856856,0.0137619199293629,Neutral,-0.0222909686856469,0.0833910986944665
77,LK1-A02,30SC5,6,0.0120575450535225,0.00300000155125512,0.00790569619437878,0.171984080856856,0.0137619199293629,Neutral,-0.00833915112797475,0.0324542412350198
78,LK1-A02,30SC5,7,0.0179201780108227,0.00237257170110517,0.00470888174623746,0.171984080856856,0.0137619199293629,Beneficial,0.00577126310553005,0.0300690929161153
79,LK1-A02,30SC5,10,0.00437197708561941,0.00259043075916471,0.00483086059067419,0.171984080856856,0.0137619199293629,Neutral,-0.00809164323832,0.0168355974095588
80,LK1-A02,30SC5,11,-0.00304632310331346,0.00227841624932024,0.00795545977671282,0.171984080856856,0.0137619199293629,Neutral,-0.0235714093272325,0.0174787631206056
81,LK1-A02,30SC5,14,0.0591125071345875,0.00434694906815264,0.0131862793359653,0.171984080856856,0.0137619199293629,Beneficial,0.025091906447797,0.093133107821378
82,LK1-A02,30SC5,15,0.0149415098562107,0.00894195720968556,0.00620829437182752,0.171984080856856,0.0137619199293629,Neutral,-0.0010758896231043,0.0309589093355257
83,LK1-A02,30SC5,17,-0.0153856353213498,0.00273366885792927,0.00557354634322756,0.171984080856856,0.0137619199293629,Deleterious,-0.0297653848868769,-0.00100588575582269
84,LK1-A02,30SC5,21,0.0709494825876301,0.00690319846004836,0.0142490437863371,0.171984080856856,0.0137619199293629,Beneficial,0.0341869496188804,0.10771201555638
85,LK1-A02,30SC5,22,-0.00082365259373954,0.00578529751533272,0.0287484099320112,0.171984080856856,0.0137619199293629,Neutral,-0.0749945502183284,0.0733472450308494
86,LK1-A02,30SC5,27,0.000935198670365954,0.00417024579797213,0.0102105898433589,0.171984080856856,0.0137619199293629,Neutral,-0.0254081231255,0.0272785204662319
87,LK1-A02,30SC5,29,-0.000296615879801926,0.00194025105016446,0.00629261155701176,0.171984080856856,0.0137619199293629,Neutral,-0.0165315536968923,0.0159383219372884
88,LK1-A02,30SC5,30,0.0322728270397122,0.0053295284657764,0.01556442398224,0.171984080856856,0.0137619199293629,Neutral,-0.007883386834467,0.0724290409138914
89,LK1-A02,30SC5,35,0.0219007227179333,0.00457113803054941,0.00802385354941041,0.171984080856856,0.0137619199293629,Beneficial,0.00119918056045444,0.0426022648754122
90,LK1-A02,30SC5,39,0.066204545289637,0.0147117488020994,0.017506991937806,0.171984080856856,0.0137619199293629,Beneficial,0.0210365060900975,0.111372584489176
91,LK1-A02,30SC5,40,0.0669515676289428,0.00733087924953593,0.00988660996805675,0.171984080856856,0.0137619199293629,Beneficial,0.0414441139113564,0.0924590213465292
92,LK1-A02,30SC5,44,0.0261440605762655,0.0044975201925499,0.00657612244919649,0.171984080856856,0.0137619199293629,Beneficial,0.00917766465733856,0.0431104564951924
93,LK1-A02,30SC5,46,0.00123357178032092,0.00436627264726764,0.0190750112434821,0.171984080856856,0.0137619199293629,Neutral,-0.0479799572278629,0.0504471007885047
94,LK1-A02,30SC5,51,-0.00142837294726357,0.00505031850476031,0.0115283614857587,0.171984080856856,0.0137619199293629,Neutral,-0.031171545580521,0.0283147996859939
95,LK1-A02,30SC5,55,0.0509844017887588,0.00519775721226278,0.0100953854846451,0.171984080856856,0.0137619199293629,Beneficial,0.0249383072383744,0.0770304963391432
96,LK1-A02,30SC5,58,0.000492984837514291,0.00261537952262563,0.00579055322921123,0.171984080856856,0.0137619199293629,Neutral,-0.0144466424938507,0.0154326121688793
97,LK1-A02,30SC5,59,0.0548217244995826,0.00363714900144336,0.0101940444818718,0.171984080856856,0.0137619199293629,Beneficial,0.0285210897363534,0.0811223592628118
98,LK1-A02,30SC5,60,0.0564580038765649,0.00630193893149114,0.00984646670833377,0.171984080856856,0.0137619199293629,Beneficial,0.0310541197690638,0.081861887984066
99,LK1-A02,30SC5,62,0.0492048072012358,0.00509527406019525,0.0168247074602193,0.171984080856856,0.0137619199293629,Beneficial,0.00579706195387,0.0926125524486016
100,LK1-A02,30SC5,66,0.0236491545129029,0.00773056828932308,0.00449856530047368,0.171984080856856,0.0137619199293629,Beneficial,0.0120428560376808,0.035255452988125
101,LK1-A02,30SC5,67,0.0290971874131533,0.00473001752864936,0.0132357785715243,0.171984080856856,0.0137619199293629,Neutral,-0.00505112130137939,0.063245496127686
102,LK1-A02,30SC5,68,0.0104460832488549,0.00242223849063581,0.00564549015474417,0.171984080856856,0.0137619199293629,Neutral,-0.00411928135038506,0.0250114478480949
103,LK1-A02,30SC5,69,0.0514909921866119,0.00564079684760794,0.0115889898976489,0.171984080856856,0.0137619199293629,Beneficial,0.0215913982506777,0.0813905861225461
104,LK1-A02,30SC5,70,0.0212452091476708,0.0037360945369495,0.0144069707991759,0.171984080856856,0.0137619199293629,Neutral,-0.015924775514203,0.0584151938095446
105,LK1-A02,30SC5,71,0.0223195523482455,0.0117694064997546,0.00721644094484385,0.171984080856856,0.0137619199293629,Beneficial,0.00370113471054837,0.0409379699859426
106,LK1-A02,30SC5,72,0.0293251375620811,0.00795953471135182,0.0113304718400682,0.171984080856856,0.0137619199293629,Beneficial,9.25202147051413E-05,0.0585577549094571
107,LK1-A02,30SC5,73,-0.00636112307844125,0.00586808929599576,0.0255344849522622,0.171984080856856,0.0137619199293629,Neutral,-0.0722400942552777,0.0595178480983952
108,LK1-A02,30SC5,76,0.059852636584736,0.00837497478403199,0.0156946738661766,0.171984080856856,0.0137619199293629,Beneficial,0.0193603780100004,0.100344895159472
109,LK1-A02,30SC5,80,0.000946430759152504,0.00224355422374811,0.00656850618737758,0.171984080856856,0.0137619199293629,Neutral,-0.0160003152042817,0.0178931767225867
110,LK1-A02,30SC5,81,0.0420248808745903,0.0149236777677604,0.0102879388750212,0.171984080856856,0.0137619199293629,Beneficial,0.0154819985770356,0.068567763172145
111,LK1-A02,30SC5,82,0.038491651032909,0.00214700932540839,0.0175132983162934,0.171984080856856,0.0137619199293629,Neutral,-0.00669265862312798,0.083675960688946
112,LK1-A02,30SC5,83,0.0296745768161651,0.00162795908486872,0.0164719918086668,0.171984080856856,0.0137619199293629,Neutral,-0.0128231620501952,0.0721723156825254
113,LK1-A02,30SC5,84,0.042331813494371,0.0104498481461831,0.0135399656288811,0.171984080856856,0.0137619199293629,Beneficial,0.00739870217185776,0.0772649248168842
114,LK1-A02,30SC5,85,0.0200724474364265,0.00223842751071152,0.0136578045780655,0.171984080856856,0.0137619199293629,Neutral,-0.0151646883749825,0.0553095832478355
115,LK1-A02,30SC5,86,-0.00394303347352969,0.000894134646538016,0.00623501559057364,0.171984080856856,0.0137619199293629,Neutral,-0.0200293736972097,0.0121433067501503
116,LK1-A02,30SC5,88,0.0524964776770857,0.00403170721775174,0.010167453375722,0.171984080856856,0.0137619199293629,Beneficial,0.0262644479677229,0.0787285073864485
117,LK1-A02,30SC5,91,0.013534043472039,0.00336563888940979,0.0092896949929365,0.171984080856856,0.0137619199293629,Neutral,-0.0104333696097372,0.0375014565538152
118,LK1-A02,30SC5,92,0.0400639050589153,0.00984817280965392,0.013896093970619,0.171984080856856,0.0137619199293629,Beneficial,0.00421198261471828,0.0759158275031123
119,LK1-A02,30SC5,93,0.047728538411878,0.0156862963803641,0.0255655174505656,0.171984080856856,0.0137619199293629,Neutral,-0.0182304966105813,0.113687573434337
120,LK1-A02,30SC5,94,0.0635613303477145,0.00681474658333356,0.0105696337260961,0.171984080856856,0.0137619199293629,Beneficial,0.0362916753343866,0.0908309853610424
121,LK1-A02,30SC5,96,0.0702852794344514,0.00742617769289893,0.0259828224600564,0.171984080856856,0.0137619199293629,Beneficial,0.00324959748750589,0.137320961381397
122,LK1-A02,30SC5,97,0.0430501402569327,0.00597491130509357,0.0193243876117291,0.171984080856856,0.0137619199293629,Neutral,-0.00680677978132838,0.0929070602951938
123,LK1-A02,30SC5,99,-0.00259980662517076,0.00155214195285523,0.00362680925376286,0.171984080856856,0.0137619199293629,Neutral,-0.0119569744998789,0.00675736124953742
124,LK1-A02,30SC5,101,0.00278750803141742,0.0016907856645549,0.00806413156313166,0.171984080856856,0.0137619199293629,Neutral,-0.0180179514014623,0.0235929674642971
125,LK1-A02,30SC5,102,-7.21233716188577E-05,0.00340370227800322,0.00505882856510793,0.171984080856856,0.0137619199293629,Neutral,-0.0131239010695973,0.0129796543263596
126,LK1-A02,30SC5,103,0.0277275402525449,0.0044746592085365,0.0211533902921884,0.171984080856856,0.0137619199293629,Neutral,-0.0268482067013012,0.082303287206391
127,LK1-A02,30SC5,104,0.0048787649124039,0.00283370297768985,0.00483932153028395,0.171984080856856,0.0137619199293629,Neutral,-0.00760668463572869,0.0173642144605365
128,LK1-A02,30SC5,105,0.0547741358433166,0.00739323804163833,0.02298017475011,0.171984080856856,0.0137619199293629,Neutral,-0.00451471501196721,0.1140629866986
129,LK1-A02,30SC5,108,-0.00360502714075277,0.0021413218355855,0.00587685706488226,0.171984080856856,0.0137619199293629,Neutral,-0.018767318368149,0.0115572640866435
130,LK1-A02,30SC5,110,0.0327708164721747,0.00179474135802114,0.00624628821611047,0.171984080856856,0.0137619199293629,Beneficial,0.0166553928746097,0.0488862400697397
131,LK1-A02,30SC5,114,0.0169721783602437,0.00441232522916912,0.00578158337149818,0.171984080856856,0.0137619199293629,Beneficial,0.00205569326177839,0.031888663458709
132,LK1-A02,30SC5,115,0.00619904258192219,0.00688132082173911,0.00483795960454064,0.171984080856856,0.0137619199293629,Neutral,-0.00628289319779266,0.018680978361637
133,LK1-A02,30SC5,121,0.000308166131370007,0.00364837109492003,0.0213552426084323,0.171984080856856,0.0137619199293629,Neutral,-0.0547883597983853,0.0554046920611253
134,LK1-A02,30SC5,122,0.0467983895399676,0.00338587355793475,0.0237552575160909,0.171984080856856,0.0137619199293629,Neutral,-0.0144901748515469,0.108086953931482
135,LK1-A02,30SC5,123,0.0430546715867873,0.00353950965922809,0.00877187905509033,0.171984080856856,0.0137619199293629,Beneficial,0.0204232236246542,0.0656861195489204
136,LK1-A02,30SC5,124,-0.00435690711747394,0.00209697949666871,0.00349166740393495,0.171984080856856,0.0137619199293629,Neutral,-0.0133654090196261,0.00465159478467823
137,LK1-A02,30SC5,127,0.0408528491137618,0.00381792958243441,0.0121178977334456,0.171984080856856,0.0137619199293629,Beneficial,0.00958867296147215,0.0721170252660515
138,LK1-A02,30SC7,1,-0.00322422111471937,0.00127691672469332,0.00286100744840502,0.18693817107958,0.00185566230725775,Neutral,-0.0106056203316043,0.00415717810216558
139,LK1-A02,30SC7,2,0.0130369532247585,0.000880148758739711,0.00240633587849445,0.18693817107958,0.00185566230725775,Beneficial,0.00682860665824282,0.0192452997912742
140,LK1-A02,30SC7,3,0.00734144524894299,0.00121257279719642,0.0037549545520992,0.18693817107958,0.00185566230725775,Neutral,-0.00234633749547295,0.0170292279933589
141,LK1-A02,30SC7,5,-0.011431857357104,0.00255515124304303,0.00515908507215167,0.18693817107958,0.00185566230725775,Neutral,-0.0247422968432553,0.00187858212904731
142,LK1-A02,30SC7,6,-0.00340403180978613,0.000722977168875826,0.00205619470383827,0.18693817107958,0.00185566230725775,Neutral,-0.00870901414568887,0.00190095052611661
143,LK1-A02,30SC7,7,0.0185506791719188,0.00131844871222629,0.00199882443650223,0.18693817107958,0.00185566230725775,Beneficial,0.013393712125743,0.0237076462180946
144,LK1-A02,30SC7,9,-0.0126479769300909,0.00123005059365478,0.00687820021644409,0.18693817107958,0.00185566230725775,Neutral,-0.0303937334885166,0.00509777962833485
145,LK1-A02,30SC7,10,-0.000771680829438545,0.00128859338144618,0.00168845204638273,0.18693817107958,0.00185566230725775,Neutral,-0.00512788710910599,0.0035845254502289
146,LK1-A02,30SC7,11,-0.00685433142015447,0.00143134665080658,0.00281211531518405,0.18693817107958,0.00185566230725775,Neutral,-0.0141095889333293,0.000400926093020379
147,LK1-A02,30SC7,14,0.0149907645943947,0.00168574288742316,0.0033523552789277,0.18693817107958,0.00185566230725775,Beneficial,0.00634168797476123,0.0236398412140282
148,LK1-A02,30SC7,15,0.0362534877735307,0.000738712946083815,0.00166023841356143,0.18693817107958,0.00185566230725775,Beneficial,0.0319700726665422,0.0405369028805192
149,LK1-A02,30SC7,17,-0.00517324978518289,0.00111110337517252,0.00207122534300725,0.18693817107958,0.00185566230725775,Neutral,-0.0105170111701416,0.000170511599775816
150,LK1-A02,30SC7,18,0.00287387075056276,0.00121052827010427,0.00388993616609623,0.18693817107958,0.00185566230725775,Neutral,-0.00716216455796551,0.012909906059091
151,LK1-A02,30SC7,19,0.000493247033409019,0.00383716629957132,0.00913327206899767,0.18693817107958,0.00185566230725775,Neutral,-0.023070594904605,0.024057088971423
152,LK1-A02,30SC7,21,0.0291876812491273,0.00107603160599716,0.00371419937536525,0.18693817107958,0.00185566230725775,Beneficial,0.019605046860685,0.0387703156375696
153,LK1-A02,30SC7,22,0.0130642479505628,0.00207247459937394,0.00452985104488557,0.18693817107958,0.00185566230725775,Beneficial,0.00137723225475803,0.0247512636463676
154,LK1-A02,30SC7,23,0.0151545920469221,0.00185652771461662,0.0111251298557713,0.18693817107958,0.00185566230725775,Neutral,-0.0135482429809679,0.0438574270748121
155,LK1-A02,30SC7,24,-0.0105668760110162,0.00166239753910925,0.00601157857281742,0.18693817107958,0.00185566230725775,Neutral,-0.0260767487288851,0.00494299670685274
156,LK1-A02,30SC7,26,-0.00277855819750414,0.00256627821783636,0.00723692095119211,0.18693817107958,0.00185566230725775,Neutral,-0.0214498142515798,0.0158926978565715
157,LK1-A02,30SC7,27,-0.00788455556534833,0.00161347486335709,0.00261471946785518,0.18693817107958,0.00185566230725775,Deleterious,-0.0146305317924147,-0.00113857933828197
158,LK1-A02,30SC7,29,-0.0212620381078676,0.000751791655456951,0.00245241375865811,0.18693817107958,0.00185566230725775,Deleterious,-0.0275892656052055,-0.0149348106105297
159,LK1-A02,30SC7,30,0.00221254995501077,0.00153196019395604,0.00315401228076985,0.18693817107958,0.00185566230725775,Neutral,-0.00592480172937544,0.010349901639397
160,LK1-A02,30SC7,33,-0.0177993564172464,0.00246812758650799,0.00652333686891227,0.18693817107958,0.00185566230725775,Deleterious,-0.0346295655390401,-0.000969147295452742
161,LK1-A02,30SC7,34,0.0168936855512363,0.00363784552837967,0.0113983794718806,0.18693817107958,0.00185566230725775,Neutral,-0.0125141334862156,0.0463015045886883
162,LK1-A02,30SC7,35,0.013291668209652,0.00122503364577666,0.00255267240626478,0.18693817107958,0.00185566230725775,Beneficial,0.00670577340148887,0.0198775630178151
163,LK1-A02,30SC7,40,-0.0126861616905646,0.00373061646418846,0.0109700714029912,0.18693817107958,0.00185566230725775,Neutral,-0.0409889459102819,0.0156166225291527
164,LK1-A02,30SC7,43,-0.0250418467853917,0.00234349222317003,0.00729802623249794,0.18693817107958,0.00185566230725775,Deleterious,-0.0438707544652364,-0.00621293910554701
